Row #,Dept. Descr,Acad Org,Course ID,Offer Nbr,Offered,Last Offered,Subject,Catalog Nbr,Course Title,(D),(Q),(W),Xlist,Primary/Secondary,Course Descr,Cls Format,Rqmt/Eval,Prereqs,Enrl Limit,Exp Cls Sz,Preferences,Dept Notes,Distrib Notes,Extra Info,Extra Info2,Matl/Lab Fee,Division,EDI,QFR,WI,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attrbute10,Section,Component,Pat1,Start Time1,End Time1,WMS Facl Dsc 1,Pat2,Start Time2,End Time2,WMS Facl Dsc 2,Pat3,Start Time3,End Time3,WMS Facl Dsc 3,Last Name 1,First Name 1,Last Name 2,First Name 2,Last Name 3,First Name 3,Last Name 4,First Name 4,Last Name 5,First Name 5,Last Name 6,First Name 6,Subject Sort,Catalog Nbr Sort,Term Sort
1,Economics,ECON,019958,1,Fall 2014,,ECON, 472,Macroeconomic Instability and Financial Markets,,,,,,"This advanced course in macroeconomics and financial theory attempts to explain the role and the importance of the financial system in the global economy. The course will provide an understanding of why there is financial intermediation, how financial markets differ from other markets, and the equilibrium consequences of financial activities. Rather than separating off the financial world from the rest of the economy, we will study financial equilibrium as a critical element of economic equilibrium. An important topic in the course will be studying how financial market imperfections amplify and propagate shocks to the aggregate economy. The course may cover the following topics: the determination of asset prices in general equilibrium; consequences of limited asset markets for economic efficiency; theoretical foundations of financial contracts and justifications for the existence of financial intermediaries; the roles of financial frictions in magnifying aggregate fluctuations and creating persistence and instability; the role of leverage and financial innovation in fueling financial crises.",seminar,"evaluation will be based on problem sets, exams, and potentially student presentations",ECON 251 and ECON 252,19,15,Economics majors,,,,,,Division 2,,,,,,,,,,,,,,01,SEM,MR,01:10,02:25,Greylock A,,,,,,,,,Phelan,Greg,,,,,,,,,,,ECON, 472,1151
1,Economics,ECON,018171,1,Not Offered Academic Year 2015,last offered Spring 2013,ECON, 473,Microfinance,(D),(Q),,ECON 473/ECON 520,Primary,"Unequal access to finance (loans, savings, insurance) contributes to the persistence of poverty in developing countries. We review evidence that the entrepreneurial poor lack access to loans, and discuss how repayments can be enforced even when borrowers do not have collateral. We discuss how recent innovations in micro-insurance can reduce vulnerability. We will study the role of governments and donors in equalizing financial access through subsidies or targeting. Finally, we shall explore how microfinance can empower women within the household. Readings include current empirical and theoretical research in development economics. This course is an EDI course because it critically analyzes how microfinance interventions can reduce inequality both within and across households.",seminar,"evaluation will be based on a midterm, a series of short papers and a longer final paper",ECON 251 and ECON 255,19,19,senior Economics majors,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,Exploring Diversity,Quantitative/Formal Reasoning,,,,,,,,,,,,,SEM,,,,,,,,,,,,,Rai,Ashok,,,,,,,,,,,ECON, 473,1133
1,Economics,ECON,018452,1,Not Offered Academic Year 2015,last offered Fall 2013,ECON, 475,Advanced Microeconomic Theory,,(Q),,,,"This course examines the mathematical underpinnings of advanced economics. This includes proofs of the following: existence and uniqueness of competitive equilibrium in a variety of environments, first and second fundamental welfare theorems, existence of Nash equilibrium, and others. The focus of this class is primarily on the mathematical proofs. These proofs are essential components of any graduate program in economics. Students who wish to see pure math theorems applied to other fields may also be interested. ",lecture,"problem sets, one midterm, class participation, and a final exam","MATH 150 or equivalent, and ECON 251",19,19,senior Economics majors,,,,,,Division 2,,Quantitative/Formal Reasoning,,,,,,,,,,,,,LEC,,,,,,,,,,,,,Rolleigh,Michael,,,,,,,,,,,ECON, 475,1141
1,Economics,ECON,017865,1,Fall 2014,,ECON, 491,Honors Seminar: Economics,,,,,,"This course is a research seminar for candidates for honors in economics. Each candidate prepares an honors thesis. Candidates will meet as a group to discuss problems common to all of them (such as empirical methods, data sources, and theoretical approaches) and each one will report on his/her work at various stages for criticism by the group as a whole. Some work is required during the preceding semester. ",independent study,,admission by the department; required for honors in Economics unless a student writes a year-long thesis,,,,,,,,,Division 2,,,,,,,,,,,,,,01,HON,TBA,,,,,,,,,,,,Gentry,William,,,,,,,,,,,ECON, 491,1151
1,Economics,ECON,017866,1,Spring 2015,,ECON, 492,Honors Seminar: Economics,,,,,,"This course is a research seminar for candidates for honors in economics. Each candidate prepares an honors thesis. Candidates will meet as a group to discuss problems common to all of them (such as empirical methods, data sources, and theoretical approaches) and each one will report on his/her work at various stages for criticism by the group as a whole. Some work is required during the preceding semester. ",independent study,,admission by the department; required for honors in Economics unless a student writes a year-long thesis,,,,,,,,,Division 2,,,,,,,,,,,,,,01,HON,TBA,,,,,,,,,,,,Gentry,William,,,,,,,,,,,ECON, 492,1153
1,Economics,ECON,010906,1,Fall 2014,,ECON, 493,Honors Thesis: Economics,,,,,,A year-long research project for those honors candidates admitted to this route to honors. ,independent study,,admission by the department in the spring of the junior year,,,,,,this is part of a full-year thesis (493-494),,,Division 2,,,,,,,,,,,,,,01,HON,TBA,,,,,,,,,,,,Gentry,William,,,,,,,,,,,ECON, 493,1151
1,Economics,ECON,010907,1,Spring 2015,,ECON, 494,Honors Thesis: Economics,,,,,,A year-long research project for those honors candidates admitted to this route to honors. ,independent study,,admission by the department in the spring of the junior year,,,,,,this is part of a full-year thesis (493-494),,,Division 2,,,,,,,,,,,,,,01,HON,TBA,,,,,,,,,,,,Gentry,William,,,,,,,,,,,ECON, 494,1153
1,Economics,ECON,010910,1,Fall 2014,,ECON, 501,Development Economics I,,,,,,"This course introduces some of the major theories and ideas about economic growth and development. Motivated by a number of stylized facts from cross-country data, we will begin by posing a series of questions: Why are some countries rich and others poor? Why have some countries grown at high rates over extended periods of time, while others have experienced little or no growth? Do all economies face comparable challenges to achieving sustained economic growth? Will poor countries catch up to rich countries or are they doomed to stagnate in a poverty trap? To answer these ""big"" questions, we will explore the underlying mechanisms of economic growth. What role is played by savings and investment (i.e., the accumulation of physical capital)? What is the influence of population growth? How important are investments in human capital (i.e., education and population health)? How important are technological differences across countries? How much significance should we ascribe to differences across countries in geographical characteristics? How much should we ascribe to differences in the quality of institutions? For each question, we will explore different theoretical and empirical strategies developed by economists to answer the question, ranging from formal models to historical and anecdotal evidence to cross-country growth and development regressions. We will evaluate the usefulness of the different approaches to each question for informing development-promoting and poverty-alleviation policies, and we will also discuss the reasons why so many important questions about economic growth continue to remain difficult to answer.",lecture/discussion,"problem sets, one midterm exam, and a final exam","ECON 251, 252, and 255; undergraduate enrollment limited and requires instructor's permission",,,,,,,,,Division 2,,,,INST Economic Development Studies Electives,POEC Comparative POEC/Public Policy Courses,,,,,,,,,01,SEM,TR,09:55,11:10,CDE,,,,,,,,,Ashraf,Quamrul,,,,,,,,,,,ECON, 501,1151
1,Economics,ECON,014062,1,Fall 2014,,ECON, 502,Statistics/Econometrics,,,,,,"This course focuses on basic methods of bringing economic theory and data together to provide empirical guidance for policy formulation, including use of computers in econometric analysis. This course covers techniques of econometric analysis using a moderate level of mathematical exposition. ",lecture/discussion,"problem sets, two hour exams, and a final",admission depends on previous background in statistics and mathematics,,,enrollment is limited to CDE students,,,,,,Division 2,,,,,,,,,,,,,,01,SEM,TR,11:20,12:35,CDE,,,,,,,,,Shore-Sheppard,Lara,,,,,,,,,,,ECON, 502,1151
1,Economics,ECON,010916,1,Fall 2014,,ECON, 503,Statistics/Econometrics: Advanced Section,,,,,,"This course focuses on basic methods of bringing economic theory and data together to provide empirical guidance for policy formulation, including use of computers in econometric analysis. This course covers techniques of econometric analysis using a more mathematical exposition. ",lecture/discussion,"problem sets, two midterm exams,  and a final project",admission depends on previous background in statistics and mathematics,,15,enrollment limited to CDE students,,,,,,Division 2,,,,,,,,,,,,,,01,SEM,TR,08:30,09:45,CDE,,,,,,,,,Swamy,Anand,,,,,,,,,,,ECON, 503,1151
1,Economics,ECON,010919,1,Fall 2014,,ECON, 504,Public Economics,,,,,,"This class is about microeconomic and empirical analysis of government expenditure programs in developing and transitional countries. It provides tools for understanding the effects of government policies, as well as a useful conceptual framework for analyzing normative questions such as ""what role should government play in the economy"" and ""what is a good policy?"" The course begins by considering the efficiency of market economies, and rationales for government intervention in the market, such as public goods, externalities, information-based market failures, imperfect competition, and equity. We also consider ways that human behavior might deviate from perfect rationality, and what that might imply for policy.  Along the way, we apply these concepts to various examples of policy issues, including, among other things, the environment, education, health, infrastructure, security, social insurance, and aid to the poor.   We then turn to the general question of how to make the government work better, addressing questions such as the following.  When is it better to have the government own and produce things, and when is it better to privatize? What are the incentives of politicians and government employees, and how does the design of political and budgetary institutions affect the degree to which they serve the public interest?  How should responsibilities be divided up between the central government and local governments, and what are the advantages and disadvantages of ""decentralization?""  What can be done to improve the delivery of basic services? For example, how might one address problems of corruption and absenteeism?  Throughout the course, we consider examples of empirical research, and to facilitate this, we will occasionally introduce econometric tools that are particularly useful for microeconomic policy evaluation.",lecture/discussion,"problem sets, one 10-page paper, midterm, and a final exam","ECON 110; in addition, an empirical methods course (POEC 253, ECON 255, 502 or 503, or STAT 346) must be taken before or concurrently with this class; undergraduate enrollment limited and requires instructor's permission",30,25-30,,,,,,,Division 2,,,,INST Economic Development Studies Electives,PHLH Decision-Making by Institutions + Individuals,POEC Comparative POEC/Public Policy Courses,,,,,,,,01,SEM,MW,11:00,12:15,CDE,,,,,,,,,Bakija,Jon,,,,,,,,,,,ECON, 504,1151
1,Economics,ECON,014061,1,Fall 2014,,ECON, 505,Developing Country Macroeconomics,,,,,,"This course focuses on the relationship between macroeconomic policies and economic growth in developing countries. After examining the links between macroeconomic stability and long-run growth, the rest of the course is divided into three parts. The first part is devoted to the construction of an analytical model that is suitable for analyzing a wide variety of macroeconomic issues in developing countries. This model provides the general framework for a more specific analysis of fiscal and monetary policies in the two remaining parts. In analyzing fiscal policy, the course will consider in particular the requirements of fiscal solvency and the contribution that fiscal policy can make to macroeconomic stability. It will also examine alternative methods for achieving fiscal credibility, including the design of fiscal institutions. The final part of the course will turn to an analysis of central banking, focusing on central bank independence, time consistency of monetary policy, and the design of monetary policy rules in small open economies.",lecture,two hour tests and a comprehensive final exam,ECON 251 and 252; undergraduate enrollment limited and requires instructor's permission,,25-30,,,,,,,Division 2,,,,INST Economic Development Studies Electives,POEC Comparative POEC/Public Policy Courses,,,,,,,,,01,LEC,MR,02:35,03:50,CDE,,,,,,,,,Love,David,,,,,,,,,,,ECON, 505,1151
1,Economics,ECON,019488,1,Fall 2014,,ECON, 506,Fundamentals of Developing Country Macroeconomics,,,,,,"This class covers the basic principles of macroeconomics, with an emphasis on the issues facing for developing, transition, and emerging market economies. The course begins with an introduction to core macro concepts and definitions. It then looks at the sectors and institutions that play major roles in the economy: households, businesses, the external sector, the fiscal authority, and the central bank. It goes on to develop a simple analytical framework for thinking about economic performance and policies. The course concludes with a discussion of some of the macroeconomic problems encountered in developing economies, and some of the policies that can be used to deal with them. The class is offered as an alternative to Econ 505 for those not intending to specialize in macroeconomics. Consequently, it does not qualify as a prerequisite for Econ 515.",lecture,two hour tests and a comprehensive final exam,none; enrollment limited to CDE students,none,10,,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,,,,,,,,,,,,,,01,LEC,MR,01:10,02:25,CDE,,,,,,,,,Kuttner,Kenneth,,,,,,,,,,,ECON, 506,1151
1,Economics,ECON,017531,1,Spring 2015,,ECON, 510,Financial Development and Regulation,,,,,,"This course focuses on the financial system and its role in economic development. The first part explores the functions of finance, how it contributes to growth, and reviews different models of financial sector development and their influence on how governments viewed the sector. It will examine experiences with financial sector repression and subsequent liberalization, and investigate the causes and impact of financial crises. Then it will study how to make finance effective and how to prevent or minimize crises, analyzing government's role as regulator, supervisor, standard setter, contract enforcer, and owner. In this final part, attention will be devoted to the role of institutions (laws, norms, culture) and incentives in financial sector development. ",lecture/discussion,"midterm, group presentation, short critique, and a final exam","for undergraduates, POEC 253 or ECON 255; undergraduate enrollment limited and requires instructor's permission",30,25-30,,,,,,,Division 2,,,,INST Economic Development Studies Electives,POEC Comparative POEC/Public Policy Courses,,,,,,,,,01,LEC,MW,11:00,12:15,,,,,,,,,,Caprio,Gerard,,,,,,,,,,,ECON, 510,1153
1,Economics,ECON,018082,1,,,ECON, 511,Institutions and Governance,,,,,,"Over the last two decades economists have become increasingly aware of the importance of the ""social infrastructure"" at various levels of economic activity: capable and honest government officials must be available to formulate and implement policies, markets must be supported by suitable institutional frameworks, property rights must be secure, and contracts reliably enforced. Even the structure of the household, the smallest institution analyzed by economists, has been shown to have an important influence on economic development. This course will survey the growing literature on institutions and governance. ",lecture and discussion,"evaluation will be based on several short assignments, and a longer final paper","at least one among POEC 253, ECON 255, 502, 503, or STAT 346; requires permission of instructor; students who have previously taken ECON 459 will not be enrolled",19,19,,,,,,,Division 2,,,,INST Economic Development Studies Electives,POEC Comparative POEC/Public Policy Courses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECON, 511,
1,Economics,ECON,014348,1,Spring 2015,,ECON, 513,Empirical Methods in Macroeconomics,,(Q),,,,"Macroeconomics and related fields in international finance and development have evolved specialized empirical techniques, known generally as macroeconometrics, which are designed to meet the practical challenges that the data and the empirical questions pose in these fields. The course will introduce the theory and application of these techniques, and students will learn how to implement these techniques using real world data to address practical questions drawn from the fields of macro, international finance and development. Topics to which these techniques will be applied include business cycle analysis and forecasting, sources of exchange rate volatility and determinants of long run economic growth. Computer work and programming will be an important and integral part of the course, but no previous training is expected. Economics majors who are considering writing an honors thesis on related topics are encouraged to enroll in this course during the spring semester of their junior year. Students studying abroad during their junior year may nonetheless take this course during their senior year.",seminar,"short empirical projects, midterm, term paper","ECON 252, ECON 255 or equivalent, and ECON 393 (ECON 360 may substitute for 393); not open to students who have taken ECON 471",19,19,senior Economics majors and CDE fellows,,,,,,Division 2,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,SEM,TF,02:35,03:50,,,,,,,,,,Pedroni,Peter,,,,,,,,,,,ECON, 513,1153
1,Economics,ECON,018703,1,Spring 2015,,ECON, 514,Tax Policy in Emerging Markets,,(Q),,ECON 514/ECON 389,Primary,"Taxes are half of what government does. So if you are interested in what government policy can do to promote efficiency, equity, and economic development, you should be interested in tax policy. Governments must raise tax revenue to finance critical public goods, address other market failures and distributional issues, and to avoid problems with debt and inflation. Taxes typically take up anywhere from ten to fifty percent of a country's income, they profoundly affect the incentives to undertake all varieties of economic activity, and the government expenditures that they finance have potentially large consequences for human welfare. So the stakes involved in improving tax policy are quite large. All of these issues are of great importance in developing and transitional countries (also known as ""emerging markets""), but in these nations taxation is especially challenging because of serious problems with tax evasion and administration, among other things. This class provides an in-depth exploration of tax policy, with an emphasis on the challenges and issues most relevant in emerging markets. Topics addressed in this class include: how basic economic principles can be applied to help one think about the efficiency and equity consequences of tax policies; how personal income taxes, corporate income taxes, and value-added taxes are designed and administered and how they influence the economy; ideas for fundamental reforms of these taxes; theory and evidence in the debate over progressive taxes versus ""flat"" taxes; how various elements of tax design affect incentives to save and invest; how market failures may influence the optimality of different tax policies; the implications of global capital flows and corporate tax avoidance for the design of tax policy; tax holidays and other special tax incentives for investment; empirical evidence on the influence of taxes on economic growth, foreign direct investment, labor supply, and tax evasion; case studies of efforts to reform tax administration and reduce tax evasion and corruption; taxes on land and property; presumptive taxation; the ""unofficial"" economy and its implications for tax policy; tax policy towards natural resources such as minerals and oil; taxes on imports and exports; non-tax methods of raising revenue; and political economy considerations in tax policy.",seminar,"midterm exam, problem sets, two 7- to 10-page essays","one public economics course or microeconomics course (ECON 504 or ECON 110), and one empirical methods course (POEC 253 or ECON 255, 502, or 503); students who have previously taken ECON 351 will not be enrolled",19,15-19,"CDE students, but undergraduates with the prerequisites are welcome",,,,,,Division 2,,Quantitative/Formal Reasoning,,POEC Comparative POEC/Public Policy Courses,POEC International Political Economy Courses,,,,,,,,,01,SEM,TR,09:55,11:10,,,,,,,,,,LaLumia,Sara,,,,,,,,,,,ECON, 514,1153
1,Economics,ECON,010918,1,Spring 2015,,ECON, 515,Developing Country Macroeconomics II,,,,,,"This lecture course is a continuation of Economics 505. The first part of the course extends the analysis of the first semester to several open-economy issues that arise in developing countries, especially with respect to the interactions among exchange rate regimes, monetary policy regimes, and policies directed at the financial account of the balance of payments. The second part of the course will apply these analytical tools, as well as those developed in Economics 505, to an examination of the various types of crises that have afflicted developing countries over the past three decades, considering in particular the implications of such crises for growth and development.",lecture,two midterms and a final project,ECON 505; undergraduate enrollment limited and requires instructor's permission,,25-30,,,,,,,Division 2,,,,INST Economic Development Studies Electives,POEC International Political Economy Courses,,,,,,,,,01,SEM,MR,01:10,02:25,,,,,,,,,,Kuttner,Kenneth,,,,,,,,,,,ECON, 515,1153
1,Economics,ECON,010912,1,Spring 2015,,ECON, 516,International Trade and Development,,,,,,"This course will examine the causes and consequences of international trade and its implications for less developed countries. We will examine a few models of international trade and the empirical relevance of these theories. In addition, international economic issues of particular importance to developing countries will be covered, such as brain drain, remittances, foreign direct investment, trade policies, infant industry protection, trade and growth, the World Trade Organization, and the resource course.",lecture/discussion,"problem sets, short essays, midterm, and final","ECON 251,  and familiarity with econometrics",,,undergraduate enrollment limited and requires instructor's permission,,,,,,Division 2,,,,INST Economic Development Studies Electives,POEC International Political Economy Courses,,,,,,,,,01,SEM,TR,08:30,09:45,,,,,,,,,,Olney,Will,,,,,,,,,,,ECON, 516,1153
1,Economics,ECON,017862,2,Not Offered Academic Year 2015,last offered Spring 2014,ECON, 517,Urbanization and Development,,,,ECON 388/ECON 517/ENVI 388,Secondary,"At current rates of growth, the combined population of urban areas in developing countries will double in the next 30 years. The land area devoted to urban use is expected to double even more quickly. The costs of providing housing and infrastructure to accommodate this growth are enormous, but the costs of failing to accommodate urban development may be even larger. The decisions made in response to these challenges will affect the economic performance of these countries and the health and welfare of the urban residents. By affecting global patterns of energy use, these decisions will have broader impacts on the entire planet. This course will focus on these challenges. What are the economic forces that drive the process of urbanization, and how does the level of urbanization affect economic development? How are policies towards housing, transportation, public finance and development affected by urbanization? What policy choices are available, and which are most likely to succeed in dealing with the challenges of urban growth?",lecture/discussion,"a midterm and a final exam, plus a paper that evaluates specific problems, policy alternatives, and provides some analysis of relevant data","ECON 251 plus POEC 253, ECON 255, 502 or 503; undergraduate enrollment limited and requires instructor's permission",,20,,,,,,,Division 2,,,,ENVI Environmental Policy,INST - Urbanizing World Electives,POEC Comparative POEC/Public Policy Courses,,,,,,,,,LEC,,,,,,,,,,,,,Sheppard,Stephen,,,,,,,,,,,ECON, 517,1143
1,Economics,ECON,010921,3,Not Offered Academic Year 2015,last offered Spring 2013,ECON, 518,Environmental Policy and Natural Resource Management,,(Q),,ECON 386/ENVI 386/ECON 518,Secondary,"Policymakers in developed and developing countries struggle to manage natural resources and to protect the environment from excessive degradation while attending to pressing human needs. Economics has a rich body of advice to help achieve these goals. In this course, we will study environmental policy and natural resource management from a microeconomic (and, to a lesser extent, macroeconomic) perspective. We will explore relevant economic theory, look for empirical evidence in scholarly studies, and study actual policies as they have been implemented. The course is undergirded by concepts like sustainability, welfare within and across generations, market failure, and valuation of environmental assets. We will continually emphasize issues of efficiency and equity. Again and again we will see that the challenges are both technical and ethical, as society is forced to make troubling tradeoffs. Topics in the class will include pollution (with a focus on climate change and on incentive-based policies like tax and ""cap-and-trade""), management of nonrenewable and renewable resources (including resources like oil, forests, and fisheries), and energy (with its obvious links to resource use and climate change). We will also examine the relationship between development and the environment, touching on controversial topics such as the ""natural resources curse"" and the relationship between economic growth and the demand for environmental quality.",seminar,"problem sets, paper, brief presentation, a midterm, and a final exam","ECON 251, familiarity with statistics",25,20,senior Economic majors and CDE masters,this course satisfies the Environmental Policy requirement for the Environmental Policy major and the Environmental studies concentration,,,,,Division 2,,Quantitative/Formal Reasoning,,ENVI Environmental Policy,ENVP PTL Theory/Method Courses,ENVP PE-A Group Electives,ENVP PTL-A Group Electives,ENVP SC-A Group Electives,MAST Interdepartmental Electives,POEC Comparative POEC/Public Policy Courses,,,,,SEM,,,,,,,,,,,,,Jacobson,Sarah,,,,,,,,,,,ECON, 518,1133
1,Economics,ECON,017213,2,Spring 2015,,ECON, 519,Population Economics,,,,ECON 380/ECON 519,Secondary,"This course is an introduction to the economic analysis of demographic behavior and the economic consequences of demographic change. An important aim is to familiarize students with historical and contemporary trends in fertility, mortality, migration, and family composition, and the implications of these trends for the economy. The course demonstrates the application of microeconomic theory to demographic behavior, including fertility, marriage, and migration. Students are introduced to basic techniques of demographic measurement and mathematical demography. Selected topics include the economic consequences of population growth in developing countries, the economics of fertility and female labor force participation, the effects of an older age structure on the social security system, and the relationship between population growth and natural resources. ",lecture/discussion,"at least one exam, a research paper and a class presentation",ECON 251; POEC 253 or ECON 255 or permission of the instructor,25,25,Economics majors,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,,,,PHLH Demography: Population Processes,POEC Comparative POEC/Public Policy Courses,,,,,,,,,01,LEC,MR,01:10,02:25,,,,,,,,,,Schmidt,Lucie,,,,,,,,,,,ECON, 519,1153
1,Economics,ECON,018171,2,Not Offered Academic Year 2015,last offered Spring 2013,ECON, 520,Microfinance,(D),(Q),,ECON 473/ECON 520,Secondary,"Unequal access to finance (loans, savings, insurance) contributes to the persistence of poverty in developing countries. We review evidence that the entrepreneurial poor lack access to loans, and discuss how repayments can be enforced even when borrowers do not have collateral. We discuss how recent innovations in micro-insurance can reduce vulnerability. We will study the role of governments and donors in equalizing financial access through subsidies or targeting. Finally, we shall explore how microfinance can empower women within the household. Readings include current empirical and theoretical research in development economics. This course is an EDI course because it critically analyzes how microfinance interventions can reduce inequality both within and across households.",seminar,"evaluation will be based on a midterm, a series of short papers and a longer final paper",ECON 251 and ECON 255,19,19,senior Economics majors,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,Exploring Diversity,Quantitative/Formal Reasoning,,,,,,,,,,,,,SEM,,,,,,,,,,,,,Rai,Ashok,,,,,,,,,,,ECON, 520,1133
1,Economics,ECON,019496,1,Spring 2015,,ECON, 521,Incentives and Development Policy,,,,,,"Why isn't the whole world developed? This course (and instructor) is of the opinion that the difficulty of getting incentives right is the key source of inefficiency. The course therefore studies how limited enforcement and asymmetric information constrain development, and about innovative development designs that attempt to overcome these constraints.   The course readings will be a mix of field studies, empirical evidence and theoretical tools from game theory.   Incentive and corruption problems in health, education, the regulation of banks and natural monopolies, privatization, budgeting, debt forgiveness, foreign aid, microfinance, climate treaties and ethnic violence will be studied using a unified framework.",seminar,two hour-long tests and a final policy project,undergraduate enrollment limited and requires instructor's permission,19,19,This course is intended for CDE Fellows,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,,,,,,,,,,,,,,01,SEM,TF,01:10,02:25,,,,,,,,,,Rai,Ashok,,,,,,,,,,,ECON, 521,1153
1,Economics,ECON,019959,1,Spring 2015,,ECON, 523,Program Evaluation for International Development,,(Q),,,,"Development organizations face strict competition for scarce resources. Both public and private organizations are under increasing pressure to use rigorous program evaluation in order to justify funding for their programs and to design more effective programs.  This course is an introduction to evaluation methodology and the tools available to development practitioners, drawing on examples from developing countries. It will cover a wide range of evaluation techniques and discuss the advantages and disadvantages of each. The course is a mix of applied econometrics and practical applications covering implementation, analysis, and interpretation. You will learn to be a critical reader of evaluations, and to develop your own plan to evaluate an existing program of your choice.",seminar,"problem sets, midterm exam and one 7- to 10-page essay","one public economics course or microeconomics course (ECON 504 or ECON 110), and one empirical methods course (POEC 253 or ECON 255, 502, or 503)",20,20,"CDE Students, but undergraduates with the prerequisites are welcome",,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,,Quantitative/Formal Reasoning,,,,,,,,,,,,01,SEM,TR,11:20,12:35,,,,,,,,,,Godlonton,Susan,,,,,,,,,,,ECON, 523,1153
1,Economics,ECON,019752,2,Fall 2014,,ECON, 524,Political Economy and Economic Development,,,,ECON 361/ECON 524,Secondary,"This course is intended as an introduction to the newly emerging field of political economy of institutions and development.  Key questions of interest include how voters behave and how this affects policy and economic outcomes; the nature, evolution and economic implication of corruption, and how it can be controlled; and the economics of conflict.  The goal of the course is both to provide students of a sense of the frontier research topics in political economy in developing countries and to introduce them to the methodologies used to investigate these topics.",lecture/discussion,"problem sets, quizzes, presentation, final exam",ECON 110 and 255 or permission of the instructor,25,25,junior and senior majors,,,,,,Division 2,,,,POEC Comparative POEC/Public Policy Courses,,,,,,,,,,01,LEC,M,07:00,09:40,Steson Mabie Room,,,,,,,,,Leight,Jessica,,,,,,,,,,,ECON, 524,1151
1,Economics,ECON,017868,2,Not Offered Academic Year 2015,last offered Spring 2014,ECON, 526,Computable General Equilibrium (CGE) Modeling,,,,ECON 461/ECON 526,Secondary,"The Computable General Equilibrium (CGE) model is an important tool for applied policy work. CGE models are the primary tool for many government organizations when evaluating policy alternatives and are also used extensively by various NGO's when deciding aid and policy recommendations. The great advantage of these models is that they capture the general equilibrium feedback effects of policy proposals on various sectors of the economy. This is of great importance to applied work, as this allows the identification of the winners and losers from potential policies. The class will begin with a general overview of CGE models. This overview will be rigorous and mathematical. This course will use the free programming packages GAMS and MPSGE to implement various CGE models using real world data. While no previous computer experience is required, some familiarity with Excel is recommended. During the latter part of the course, students will create a CGE model for a country of their choice and conduct policy experiments using their model. Interested students could continue this project as a potential thesis topic.",lecture/discussion,"evaluation will be based on problem sets, two midterms, final project and presentation",MATH 150 and ECON 251,19,19,Preference will be given to senior Economics majors and CDE fellows,,,,,,Division 2,,,,,,,,,,,,,,,LEC,,,,,,,,,,,,,Rolleigh,Michael,,,,,,,,,,,ECON, 526,1143
1,Economics,ECON,019490,2,Spring 2015,,ECON, 527,Topics in Urban Economics,,,,ECON 469/ECON 527,Secondary,"This course will provide students with an understanding of how economists think about and analyze various urban policy issues around the world. Those interested in doing policy work on urban issues and/or economic development in the future will find this course useful. We will cover topics including city size and growth, agglomeration extrenalities, land use and property rights, transportation and infrastructure, the valuation of education and environment, entrepreneurship and housing. Students will read economics journal articles on each topic, learn how to empirically analyze urban policy questions, and pursue individual research. There will also be a module based on case studies where students discuss and analyze real estate development projects using cost-benefit and cash-flow analysis. We will cover topics from both the US and developing countries.",seminar,"two empirical exercises, short response papers, and individual project that involves a proposal, presentation, and a final paper",ECON 251 and ECON 255,19,19,senior Economics majors and CDE students,,,may not be taken on a pass/fail basis; not available for the Gaudino option,,,Division 2,,,,POEC Comparative POEC/Public Policy Courses,,,,,,,,,,01,SEM,Cancelled,,,Cancelled,,,,,,,,,,,,,,,,,,,,,ECON, 527,1153
1,Economics,ECON,018081,2,,,ECON, 531,Development Successes,,,(W),ECON 467/ECON 531,Secondary,"Although living standards in most of the worlds poor countries have increasingly fallen behind those of the rich industrial countries, a relatively small number of countries that were quite poor in the middle of the last century have achieved dramatic improvements in their incomes since then. These development successes include countries such as Japan, the four dragons (Hong Kong, Korea, Singapore, and Taiwan), the MIT economies (Malaysia, Indonesia, and Thailand), the Asian giants of China and India, as well as non-Asian economies as diverse as Botswana, Chile, and Turkey. This tutorial will explore why these countries have apparently succeeded where many other poor countries have failed. A particular focus of the course will be on extracting insights from the experiences of these success cases about the broad development strategies that have been advocated over the past 50 years by scholars as well as by the international financial institutions.",tutorial,"students will write five papers during the term, and will prepare and deliver formal comments on five papers written by other students",ECON 204 or 501,10,10,senior Economics majors,need permission of the instructor for this class,,may not be taken on a pass/fail basis,,,Division 2,,,Writing Intensive,INST Economic Development Studies Electives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ECON, 531,
